CUSTNAME,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_SALESMAN,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know!?,The Rings,Class of Nuke Em High 2,,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day! / Cliffords Fluffiest Friend Cleo,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
Mary Bates          ,Baltimore,Diners Club,10235,4669,WE223 ,Complete,Desktop,Occasional,LowValue,Gen_Z,,,,,3,3,,,,,,,,,,,,2,,3,,,,,,,,3,
Mandy Fernandez     ,Banora Point,Master Card,10239,5977,RP319 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,4,,4,5,,5,,4,,,,,,,,4,
Megan Mauro         ,Barnwell,VISA,10243,8013,SW214 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,4
John Riley          ,Barsbittel,Discover,10247,1401,NE172 ,Abandoned,Phone,Occasional,LowValue,Gen_Y,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,5,
Felix Myers         ,Bassacutena,VISA,10251,4555,WE415 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,5,
Felix Myers         ,Bassacutena,VISA,10251,6092,SE403 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,2,,3,,4,,,4,,,,,,,,,4,,,,,,,,5,
Felix Myers         ,Bassacutena,VISA,10251,6612,SW217 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,4,,,,,,,,,,,,,,5,,,4,
Frank Westra        ,Baton Rouge,VISA,10259,1784,NE241 ,Cancelled,Phone,FirstTime,HighValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,
Frank Westra        ,Baton Rouge,VISA,10259,8175,SE331 ,In-Progress,Phone,FirstTime,LowValue,Gen_Y,3,,,,5,5,,,,,3,,,,,,4,,,,1,,,,,,,,
Jack Owens          ,Beasain,Discover,10263,6966,WE151 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,3,4,,,3,,,,,,,3,,2,,,,,,,,,,3,2
Therese Pickering   ,Belfield,American Express,10271,5712,SC322 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,5,,,3,,,,,,,,,,,,,,3,,4,,,,,5,4,
Therese Pickering   ,Belfield,American Express,10271,9180,WE352 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,3,2,,,,3,,,,,,,,,,3,,,1,,,,,5,2
Robert Ojeda        ,Belleville,JCB,10275,1998,SE400 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,3,,,,,,2,,,,,,,,3,,,,,,,,4,
Robert Ojeda        ,Belleville,JCB,10275,4110,SE265 ,Complete,Desktop,Occasional,MediumValue,Baby_Boomers,,,,,3,,,,,,4,,,,,,,,,5,,4,,,,,,,
Thomas Farris       ,Beltsville,Diners Club,10283,1379,NE178 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,4,,,,,,,,,,,,3,,,4,,,,,,,,5,
Thomas Farris       ,Beltsville,Diners Club,10283,5101,SE136 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,5,,,,,4,,,,,,,,,5,,5,,,5,,5,3,
Thomas Farris       ,Beltsville,Diners Club,10283,6946,NE106 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,5,,4,,,,,4,,3,,,,,,,,1,,4,,5,5,,,,,3,
Thomas Farris       ,Beltsville,Diners Club,10283,8061,RP121 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,
Joseph Shafer       ,Beltsville,JCB,10287,7392,NC427 ,Cancelled,Desktop,FirstTime,MediumValue,Baby_Boomers,5,,,,,3,,,5,,,,,,,,,3,,,,,,,,,,3,
Hoyt Ramos          ,Bend,Master Card,10291,878,SE139 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,4,
Hoyt Ramos          ,Bend,Master Card,10291,6252,NC160 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodi Stanley        ,Bensalem,JCB,10295,383,WE421 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,2,3,3,,,,,1,,2,,,3,,4,3,4,,,,3,,,4,1
Jodi Stanley        ,Bensalem,JCB,10295,1426,SC124 ,Complete,Phone,Occasional,LowValue,Gen_X,,2,,4,,5,,3,,,,,,5,,4,4,,,,,,,5,,,,4,
Jodi Stanley        ,Bensalem,JCB,10295,9065,SC193 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,4,4,,,,,,,3,,,,4,,,,4,4,,,,,,,3
Betty Grimes        ,Berchtesgaden,Diners Club,10299,1053,WE289 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,
Betty Grimes        ,Berchtesgaden,Diners Club,10299,7316,SW217 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,,,,,,,,,,,,,,,4,,,,,,5,
Betty Grimes        ,Berchtesgaden,Diners Club,10299,7953,SE268 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,4,2,,,,,,,,,,,3,,,,,,,,,,2,,
Betty Grimes        ,Berchtesgaden,Diners Club,10299,8809,WE157 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Brooks         ,Bergotto,American Express,10303,4184,NE235 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,
Tony Brooks         ,Bergotto,American Express,10303,4755,NE109 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,,,5,,,,4,2,,,,,2,,,,,,,,3,,,5,4
Tony Brooks         ,Bergotto,American Express,10303,7349,NW250 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,,3,,,,,,,,,,,2,,,,,,3,,,,,4,
Michael Reed        ,Besnate,Discover,10307,748,SE136 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,4,,,,,,,,4,,,,,,4,,,,4,4,,,5,
Michael Reed        ,Besnate,Discover,10307,3771,SC130 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,,3,,,,3,,,,,,,2,,,3,,,3,,,,,3,1
Michael Reed        ,Besnate,Discover,10307,3922,NE238 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,,,4,,,,,2,,,,,,4,,4,,,,,,,,5,
Michael Reed        ,Besnate,Discover,10307,7488,NC163 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,3,,,4,,,,2,,,,,,,5,,,2,,,,,,,,5,
Rosemary Herbert    ,Beverly Hills,American Express,10311,5766,SE265 ,Complete,Phone,Occasional,LowValue,Gen_Y,3,,4,,4,4,,,5,,3,,,3,4,,,1,,,,,4,,,4,5,,
Judy Larkin         ,Biancade,Diners Club,10315,4576,SW409 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Judy Larkin         ,Biancade,Diners Club,10315,6060,WE226 ,Complete,Desktop,Occasional,MediumValue,Gen_Z,,,,,,3,,,,,,,,,,,,3,,,,,,4,4,,,,
Judy Hopping        ,Biarritz,Master Card,10319,3624,SC388 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,5,5,,,,,,,,,,,,,,5,4,5,,,,,,,5
Judy Hopping        ,Biarritz,Master Card,10319,4581,WE349 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,4,,,,,,,,,,,,,,,,4,5,,,,,,,
Judy Hopping        ,Biarritz,Master Card,10319,6362,NC229 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Judy Hopping        ,Biarritz,Master Card,10319,6931,SW145 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Joseph Rogers       ,Biebrich,Diners Club,10323,1685,WE220 ,In-Progress,Phone,FirstTime,LowValue,Gen_Z,,,,,,5,,,,,4,,,,,,,,,,3,,,,,,,,
Joseph Rogers       ,Biebrich,Diners Club,10323,8207,SW346 ,Complete,Desktop,FirstTime,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
James Sales         ,Billings,VISA,10327,738,NE106 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,
James Sales         ,Billings,VISA,10327,758,SW280 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,5,,,,,,,,,,4,,4,,,,,,,,,,,
James Sales         ,Billings,VISA,10327,6887,NW250 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,2,,,,3,,,,,,,,,,1,,,,,3,,,,,,,,
James Sales         ,Billings,VISA,10327,7923,WE415 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Sales         ,Billings,VISA,10327,8518,SW409 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Charles Pickett     ,Birch Creek,Discover,10331,1944,NW316 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,3,3,4,,,5,,,,3,,,,,,3,,,,3,,,,,,4,,3,4
Margaret Shelton    ,Birmingham,Discover,10335,235,NC295 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,3,,,,,,,,,,,,3,,4,,,2,,,2,
Margaret Shelton    ,Birmingham,Discover,10335,7464,NE301 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,,,4,,3,,,,,,,,5,
Rebecca Uresti      ,Birmingham,VISA,10339,4716,NC169 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,,,3,,,,,,,,,,,,,2,,,,,,,,
Emma Perez          ,Black Hawk,American Express,10343,2071,SC199 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,3,,,,,,,,,,,4,,,2,
Reynaldo Myers      ,Blaxland East,American Express,10347,3591,SW211 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,5,
Reynaldo Myers      ,Blaxland East,American Express,10347,9145,NC160 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,3,,,4,3,3,4,,,4,,,,,,,,3,,,,4
Jennifer Becker     ,Bloomington,JCB,10351,591,NW187 ,Complete,Phone,Frequent,HighValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Jennifer Becker     ,Bloomington,JCB,10351,1584,NE178 ,Complete,Phone,Frequent,MediumValue,Gen_Y,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,
Jennifer Becker     ,Bloomington,JCB,10351,3342,NE304 ,Abandoned,Phone,Frequent,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,4,
Jennifer Becker     ,Bloomington,JCB,10351,3408,NW118 ,Complete,Phone,Frequent,HighValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,
Jennifer Becker     ,Bloomington,JCB,10351,4027,SE268 ,Complete,Desktop,Frequent,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,5,,,,,,,,4,
Jennifer Becker     ,Bloomington,JCB,10351,5606,SW406 ,Complete,Phone,Frequent,LowValue,Gen_Y,5,,4,,3,,,,,5,,,,4,,,,,,,,,,,,,,4,
James Armstrong     ,Bobigny,VISA,10359,6038,WE223 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5,2
James Armstrong     ,Bobigny,VISA,10359,8736,NW187 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,3,,,4,,,,,,,,3,,,,,,,,,,,,
Sheena Woodbury     ,Bolognola,JCB,10367,689,WE154 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1
Sheena Woodbury     ,Bolognola,JCB,10367,4870,NC163 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,3,,3,4,4,,,,,,4,,,,,4,,,4,5,,,,,,,,
Sheena Woodbury     ,Bolognola,JCB,10367,4906,SW346 ,Abandoned,Phone,FirstTime,LowValue,Gen_Z,,,,,,1,,,,,,,,,,,2,,,,5,5,,,,,,,
Sheena Woodbury     ,Bolognola,JCB,10367,7553,RP385 ,Complete,Desktop,FirstTime,MediumValue,Gen_Z,,,,4,4,,,,,,,5,,,,5,4,5,,,,,,,5,,,5,
Sheena Woodbury     ,Bolognola,JCB,10367,7591,SC322 ,Cancelled,Phone,FirstTime,HighValue,Gen_Z,,,,2,,4,,4,3,,,,,,,3,2,,,,4,,,,2,,3,3,3
Ana Huerta          ,Bon Wier,VISA,10371,1637,NW181 ,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Ana Huerta          ,Bon Wier,VISA,10371,1809,NW310 ,Cancelled,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,5
Ana Huerta          ,Bon Wier,VISA,10371,4334,NE367 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,3,,,4,,,,,,,,
Ana Huerta          ,Bon Wier,VISA,10371,9074,NE373 ,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,,2,,,,,,,,,,4,,,
Myrtle Williams     ,Bookram,Diners Club,10375,991,SC124 ,Abandoned,Phone,Frequent,HighValue,Gen_Z,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,5,
Myrtle Williams     ,Bookram,Diners Club,10375,1803,SW343 ,Complete,Desktop,Frequent,LowValue,Gen_Z,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2
Myrtle Williams     ,Bookram,Diners Club,10375,5700,RP190 ,Complete,Desktop,Frequent,LowValue,Gen_Z,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,,5
Myrtle Williams     ,Bookram,Diners Club,10375,6874,SE208 ,Complete,Phone,Frequent,LowValue,Gen_Z,,,,,4,2,,,,,3,,,,,,3,4,,,,,,,,,,,
Myrtle Williams     ,Bookram,Diners Club,10375,7849,NE307 ,Cancelled,Phone,Frequent,HighValue,Gen_Z,,,,,4,4,,,,,,,,,,,4,4,,,,,,,,,,5,
Gary Sims           ,Boorcan,JCB,10379,4711,NE367 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Sims           ,Boorcan,JCB,10379,5391,NE235 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
Gary Sims           ,Boorcan,JCB,10379,8640,SC127 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,2,,,,3,,,,,3,,,4,2
Gary Sims           ,Boorcan,JCB,10379,8806,WE352 ,Cancelled,Phone,Occasional,HighValue,Gen_Y,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,1,
Brent Howell        ,Borambil,VISA,10383,1625,WE289 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,,2,,,,2,,,,,,,,
Brent Howell        ,Borambil,VISA,10383,3860,SW409 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Matt Wade           ,Boston,VISA,10395,111,NC232 ,Complete,Desktop,Frequent,HighValue,Gen_Y,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Matt Wade           ,Boston,VISA,10395,8691,SE268 ,Complete,Desktop,Frequent,LowValue,Gen_Y,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,4,
Tim Alves           ,Boston,VISA,10399,2100,NC424 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,1,3
Tim Alves           ,Boston,VISA,10399,3858,SW148 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Tim Alves           ,Boston,VISA,10399,6069,NW115 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,3,,4,,,4,3,,,,,,,,,,4,
Tim Alves           ,Boston,VISA,10399,6163,SE403 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,3,,,,,,2,,,,,,,,,,,3,
Tim Alves           ,Boston,VISA,10399,7594,SW274 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,,,,3,,,,,,,,,,,4,
Jackie Coulston     ,Bourges,VISA,10407,2413,WE289 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,1,,,,,4,,,,,,,,,,,,,,,,,3,,3,,,,3
Jackie Coulston     ,Bourges,VISA,10407,3482,WE421 ,Complete,Phone,Occasional,HighValue,Baby_Boomers,,,,5,4,,,,,,5,,,,,,,5,,,,,,,,,,4,
Jackie Coulston     ,Bourges,VISA,10407,3491,NC100 ,Abandoned,Desktop,Occasional,HighValue,Baby_Boomers,,,,,4,,5,,,,,,,,,,1,,5,,3,3,,,,,,3,4
James Nicolas       ,Boyatup,Discover,10411,880,SE208 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
James Nicolas       ,Boyatup,Discover,10411,4219,NW313 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
James Nicolas       ,Boyatup,Discover,10411,8159,SE133 ,Complete,Phone,Occasional,LowValue,Gen_Y,5,,,,,,5,,,1,,,,,,,,,,,,,,,,,,5,
Edward Conner       ,Bradford,JCB,10415,3763,NW184 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,3,3,,,,,,,,,,,,,,,,,,,,,4,,
William Messier     ,Brampton,American Express,10419,5958,NE367 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,4,,,,3,,,,,,,,,,,
Tiffany Simpson     ,Brattleboro,American Express,10423,1530,WE355 ,Complete,Phone,Frequent,MediumValue,Gen_Z,,,,,,4,,,,,4,,,,,,,2,,5,,,,,,,,5,
Tiffany Simpson     ,Brattleboro,American Express,10423,8045,SE334 ,Complete,Phone,Frequent,LowValue,Gen_Z,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Larry Alexander     ,Brecksville,JCB,10427,2397,SW343 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,3,4,,,,,,3,,,,,,,,,,2,
Larry Alexander     ,Brecksville,JCB,10427,3791,SW148 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Larry Alexander     ,Brecksville,JCB,10427,4575,WE286 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Alexander     ,Brecksville,JCB,10427,5738,SW277 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,4,5,,,,,2,,,,,,5,,5,,,4,,,,,4,3
Larry Alexander     ,Brecksville,JCB,10427,6003,SC322 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,5,,,5,,,,,,,,,,,1,,,,,,,,,,,4,
Larry Alexander     ,Brecksville,JCB,10427,7250,NE175 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,
Larry Alexander     ,Brecksville,JCB,10427,7324,SE202 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,2,,,3,3,,4,,,,,,,,4,
Hector Ward         ,Bremen Bahnhofsvorstadt,Diners Club,10431,3774,NE307 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,4,5,,,,,,,,,2,,,,,4,3,,,,,,,,
Hector Ward         ,Bremen Bahnhofsvorstadt,Diners Club,10431,4388,WE418 ,Abandoned,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald Patterson    ,Bricherasio,American Express,10435,497,SC256 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,3,,3,,,,,,,,,,,4,,,,
Donald Patterson    ,Bricherasio,American Express,10435,3239,SE205 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,,,,3,,,3,4,,,,,,,,
Donald Patterson    ,Bricherasio,American Express,10435,3936,RP253 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,
Joe Stone           ,Bridgeville,JCB,10439,2857,SE133 ,In-Progress,Phone,Occasional,MediumValue,Gen_Y,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,5,
Joe Stone           ,Bridgeville,JCB,10439,8797,SC328 ,Cancelled,Phone,Occasional,MediumValue,Gen_Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
David Genthner      ,Brimley,Discover,10443,1599,NC361 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,,,,,,,2,,,,,,4,,5,,,4,,3,,,4,
Lesli Goering       ,Broadway,VISA,10447,920,SW280 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,5,,,,,,,,5,,,,5,,,
Lesli Goering       ,Broadway,VISA,10447,4196,NC295 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,3,,,,,3,2,,,,,,,,,,5,
Lesli Goering       ,Broadway,VISA,10447,7291,SE202 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4
Robin Wiggins       ,Brooklyn,JCB,10451,784,RP319 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,3,,,,4,,3,,,,,,,,,,,,4,
Robin Wiggins       ,Brooklyn,JCB,10451,1688,SC124 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,4,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,
Robin Wiggins       ,Brooklyn,JCB,10451,5560,SW343 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Paine         ,Brownlow K.i.,Diners Club,10455,1536,SE205 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,,,,4,,,3,5,,,,,,,4,,5,,,,,,,,,,5,
James Paine         ,Brownlow K.i.,Diners Club,10455,2276,RP121 ,Complete,Phone,Occasional,LowValue,Gen_Z,,3,,,,3,,,,,,,,,,1,3,,,,,,,,,,,5,4
James Paine         ,Brownlow K.i.,Diners Club,10455,8007,NW379 ,Complete,Phone,Occasional,MediumValue,Gen_Z,3,,,,3,3,,,,,,,,,,,,,,,,,,,,,,3,
Christina Johnson   ,Brunswick,Discover,10459,603,RP385 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,4,,,,,,,,,,4,,,,,3,,,,,,,,,,,,,
Christina Johnson   ,Brunswick,Discover,10459,3150,NE175 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,,,,,,,,,,,,,,,,,,4,,,3,
Mitchell Hooks      ,Bryans Gap,American Express,10463,2223,SC394 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,,,,,,,,,,,,2,4,,4,,,,,,,,5,
Mitchell Hooks      ,Bryans Gap,American Express,10463,2861,SC259 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,3,,4,,,,,,,,,,,3,1,,4,,,,,,,,5,
Mitchell Hooks      ,Bryans Gap,American Express,10463,5618,WE349 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,,,,,,,,,5,,,,4,,4,,,,,,,,5,
Christina Greer     ,Budrio,American Express,10467,6147,NC292 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,5
Sandra Mattingly    ,Burbank,VISA,10475,1600,SW280 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,4,,,,,,,,,,,,4,5,,,,,,,,,,,
Claudia Higgins     ,Burnaby,VISA,10483,2597,SE397 ,Complete,Phone,Occasional,LowValue,Gen_X,1,,,,1,3,,2,,,,,,3,4,,,,1,,,,3,,,,3,1,1
Claudia Higgins     ,Burnaby,VISA,10483,2985,SE331 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,
Tanya Christensen   ,Busano,VISA,10487,6947,SC259 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,4,4
Judy Douglass       ,Ca' De' Stefani,Discover,10491,3161,SW277 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Judy Douglass       ,Ca' De' Stefani,Discover,10491,8605,SW211 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,
Judy Douglass       ,Ca' De' Stefani,Discover,10491,9155,NW247 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,3,2,3,3,,3,,3,,2,,,,,,,,4,3
Roxie White         ,Cabezon de Cameros,VISA,10495,1044,NE109 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,4,
Roxie White         ,Cabezon de Cameros,VISA,10495,3122,NE178 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,4,,3,,,,3,,,3,,,4,,5,
Roxie White         ,Cabezon de Cameros,VISA,10495,6328,WE415 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,5,,,,,,,,,,4,
Kelvin Cooper       ,Cahaba Heights,Discover,10499,2694,SE202 ,Complete,Phone,Frequent,HighValue,Gen_Y,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,
Kelvin Cooper       ,Cahaba Heights,Discover,10499,5760,WE355 ,Complete,Phone,Frequent,HighValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,
Bobby Sanborn       ,Cairate,Discover,10503,2386,SW343 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,3,
Bobby Sanborn       ,Cairate,Discover,10503,7730,SE139 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Janice Mohammed     ,Calcata,American Express,10507,1755,NE103 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,5,,,4,1,,,,,,,,,,,,,,,,2,,,,5,2,5
